price,latitude,longitude,city,operation,surface,rooms,elevator,parking
820,40.4368,-3.6836834,Madrid,rent,30,1,0,0
1295,40.41803,-3.712893,Madrid,rent,80,0,0,0
1350,40.4309,-3.714919,Madrid,rent,60,2,1,0
900,40.416897,-3.7090325,Madrid,rent,30,1,1,0
1350,40.429867,-3.719179,Madrid,rent,1,2,1,0
850,40.46424,-3.7002475,Madrid,rent,40,0,0,0
2100,40.43974,-3.7149377,Madrid,rent,1,4,0,0
845,40.429447,-3.7051582,Madrid,rent,1,0,0,0
750,40.463615,-3.6995282,Madrid,rent,30,0,0,0
2400,40.422615,-3.6933453,Madrid,rent,120,3,1,0
1200,40.4451,-3.5775654,Madrid,rent,92,2,1,0
1650,40.507454,-3.6935847,Madrid,rent,90,3,1,0
3100,40.42632,-3.6836658,Madrid,rent,90,1,1,0
1400,40.43873,-3.6348479,Madrid,rent,71,3,1,0
1500,40.490326,-3.6507423,Madrid,rent,100,3,1,0
1700,40.420033,-3.6760323,Madrid,rent,90,2,1,0
900,40.424324,-3.6769395,Madrid,rent,38,0,1,0
4175,40.453037,-3.6891937,Madrid,rent,280,4,1,0
1206,40.43222,-3.67422,Madrid,rent,30,1,0,0
1325,40.433296,-3.6778886,Madrid,rent,53,1,1,0
1800,40.4605,-3.685858,Madrid,rent,98,2,1,0
2600,40.419235,-3.6776106,Madrid,rent,121,2,1,0
1600,40.45306,-3.680837,Madrid,rent,72,1,1,0
2400,40.47481,-3.742572,Madrid,rent,210,4,1,0
1224,40.45879,-3.78123,Madrid,rent,52,2,0,0
3000,40.42818,-3.6936336,Madrid,rent,122,3,1,0
3400,40.446022,-3.6157956,Madrid,rent,286,5,1,0
950,40.427265,-3.7074885,Madrid,rent,55,1,0,0
1100,40.429962,-3.6494246,Madrid,rent,40,2,1,0
2200,40.46865,-3.7999575,Madrid,rent,70,2,1,1
900,40.436428,-3.6796162,Madrid,rent,36,0,1,0
3800,40.439384,-3.713406,Madrid,rent,108,3,1,0
5000,40.48741,-3.6884081,Madrid,rent,119,1,1,0
2040,40.41825,-3.7021456,Madrid,rent,40,1,0,0
2475,40.426655,-3.6724448,Madrid,rent,124,2,1,0
825,40.4103,-3.7026606,Madrid,rent,30,0,1,0
1700,40.415062,-3.67365,Madrid,rent,90,2,1,0
1800,40.41515,-3.7017684,Madrid,rent,82,2,0,0
2300,40.435978,-3.6987057,Madrid,rent,116,4,1,0
1200,40.443237,-3.674109,Madrid,rent,78,2,1,0
1500,40.41765,-3.6762805,Madrid,rent,70,0,1,0
1150,40.4382,-3.6668885,Madrid,rent,70,2,0,0
1200,40.46249,-3.6972103,Madrid,rent,110,3,0,0
2800,40.446182,-3.699145,Madrid,rent,230,4,1,0
2850,40.426384,-3.693977,Madrid,rent,160,3,1,0
4100,40.42193,-3.67879,Madrid,rent,252,3,1,0
1125,40.43551,-3.621356,Madrid,rent,51,1,1,0
1750,40.406105,-3.6748095,Madrid,rent,95,2,1,0
980,40.43534,-3.6212714,Madrid,rent,40,0,1,0
850,40.425617,-3.7047598,Madrid,rent,35,1,0,0
1300,40.366158,-3.7097807,Madrid,rent,80,2,1,0
1300,40.437244,-3.7163036,Madrid,rent,80,2,1,0
7000,40.45526,-3.6491187,Madrid,rent,600,6,1,0
3900,40.433,-3.717421,Madrid,rent,175,4,1,0
1800,40.42469,-3.6953428,Madrid,rent,50,1,1,0
1900,40.403492,-3.7179153,Madrid,rent,80,2,1,0
2500,40.445152,-3.6993876,Madrid,rent,120,4,1,0
3100,40.410534,-3.6974933,Madrid,rent,110,2,1,0
975,40.427803,-3.7326834,Madrid,rent,40,2,0,0
1850,40.40207,-3.7142746,Madrid,rent,166,4,1,0
2950,40.422764,-3.6756139,Madrid,rent,143,3,1,0
1250,40.41633,-3.70509,Madrid,rent,45,1,1,0
1250,40.45238,-3.659108,Madrid,rent,60,2,1,0
1600,40.438774,-3.6648452,Madrid,rent,102,3,1,0
5400,40.458298,-3.625827,Madrid,rent,400,4,0,0
850,40.46494,-3.7033432,Madrid,rent,38,1,1,0
800,40.404167,-3.7045193,Madrid,rent,31,1,1,0
4605,40.43011,-3.7005503,Madrid,rent,113,3,1,0
2100,40.427837,-3.6853085,Madrid,rent,72,2,1,0
700,40.390797,-3.6474462,Madrid,rent,25,0,0,0
750,40.39816,-3.6701937,Madrid,rent,35,1,0,0
4700,40.456333,-3.669252,Madrid,rent,320,4,1,0
1250,40.44835,-3.6991253,Madrid,rent,55,1,0,0
3000,40.44104,-3.6784117,Madrid,rent,156,4,1,0
2250,40.426373,-3.68487,Madrid,rent,90,2,1,0
1370,40.411633,-3.6965244,Madrid,rent,46,1,1,0
2550,40.43733,-3.6945143,Madrid,rent,102,2,1,0
2200,40.419617,-3.6757452,Madrid,rent,135,4,1,0
1400,40.39561,-3.6962426,Madrid,rent,98,3,1,0
2700,40.40947,-3.6711638,Madrid,rent,179,3,1,0
1900,40.415287,-3.7249014,Madrid,rent,115,3,1,0
4400,40.450657,-3.6095204,Madrid,rent,325,4,0,0
5100,40.43356,-3.6832807,Madrid,rent,186,3,1,0
1500,40.419754,-3.718757,Madrid,rent,81,2,1,0
1400,40.42647,-3.6793742,Madrid,rent,47,1,1,0
1650,40.431355,-3.7122736,Madrid,rent,80,2,1,0
1325,40.41565,-3.7123406,Madrid,rent,49,1,1,0
1100,40.448975,-3.7064433,Madrid,rent,34,0,0,0
1100,40.40204,-3.7444117,Madrid,rent,68,2,0,0
925,40.445766,-3.6707377,Madrid,rent,55,1,1,0
1600,40.424984,-3.6699255,Madrid,rent,100,3,1,0
790,40.402424,-3.6730545,Madrid,rent,40,0,1,0
5250,40.465412,-3.749623,Madrid,rent,600,4,0,1
1550,40.44835,-3.6951768,Madrid,rent,64,1,1,0
5250,40.463726,-3.7505496,Madrid,rent,600,4,0,1
3050,40.4403,-3.694497,Madrid,rent,70,1,0,0
1581,40.397415,-3.5544555,Madrid,rent,91,3,1,1
925,40.359386,-3.587655,Madrid,rent,93,1,1,0
1300,40.424168,-3.7035291,Madrid,rent,41,1,1,0
1800,40.436584,-3.6842175,Madrid,rent,92,2,1,0
1160,40.38853,-3.7042217,Madrid,rent,68,3,0,0
2995,40.460823,-3.623327,Madrid,rent,174,3,1,0
1980,40.419518,-3.704177,Madrid,rent,50,1,0,0
1400,40.40373,-3.713242,Madrid,rent,60,2,0,0
1950,40.429543,-3.6714244,Madrid,rent,80,2,1,0
975,40.344997,-3.691406,Madrid,rent,70,3,1,0
795,40.400406,-3.6629653,Madrid,rent,47,1,1,0
1355,40.47789,-3.5789855,Madrid,rent,80,2,0,0
1340,40.47789,-3.5789855,Madrid,rent,80,2,0,0
1080,40.382782,-3.6708088,Madrid,rent,59,3,1,0
4500,40.463802,-3.6805081,Madrid,rent,304,4,1,0
950,40.474506,-3.7141843,Madrid,rent,70,3,1,0
1270,40.356407,-3.594199,Madrid,rent,80,2,1,0
1280,40.356407,-3.594199,Madrid,rent,80,2,1,0
850,40.41397,-3.728893,Madrid,rent,50,1,0,0
1300,40.42952,-3.6984122,Madrid,rent,52,1,1,0
850,40.465115,-3.7033906,Madrid,rent,38,1,1,0
2100,40.4183,-3.673972,Madrid,rent,123,3,1,0
3100,40.46678,-3.790547,Madrid,rent,224,4,1,0
7900,40.450073,-3.6879253,Madrid,rent,490,5,1,0
1200,40.421497,-3.709637,Madrid,rent,67,1,0,0
1265,40.436253,-3.6156492,Madrid,rent,95,2,1,1
3300,40.42903,-3.6849947,Madrid,rent,171,2,1,0
1200,40.420887,-3.6762307,Madrid,rent,48,1,1,0
3500,40.419785,-3.6746597,Madrid,rent,90,3,1,0
890,40.391373,-3.6456587,Madrid,rent,50,2,0,0
4500,40.42295,-3.6906893,Madrid,rent,100,2,1,0
970,40.42446,-3.6209202,Madrid,rent,52,3,0,0
1900,40.40206,-3.6777685,Madrid,rent,126,3,1,1
2500,40.428276,-3.676804,Madrid,rent,68,2,1,0
1800,40.461105,-3.691297,Madrid,rent,68,1,1,0
3400,40.433205,-3.7077749,Madrid,rent,195,4,1,0
4200,40.453026,-3.6474063,Madrid,rent,250,5,0,1
5800,40.413948,-3.6866562,Madrid,rent,200,3,1,0
2400,40.43745,-3.6865067,Madrid,rent,65,2,1,0
900,40.39049,-3.667485,Madrid,rent,63,2,0,0
2900,40.439457,-3.694536,Madrid,rent,116,0,1,0
1080,40.39011,-3.6680262,Madrid,rent,56,2,0,0
1300,40.43072,-3.7114086,Madrid,rent,59,2,1,0
1352,40.48866,-3.6132493,Madrid,rent,80,2,1,0
1094,40.48883,-3.6130173,Madrid,rent,60,1,1,0
1200,40.41235,-3.733083,Madrid,rent,65,2,1,0
850,40.438694,-3.6981876,Madrid,rent,43,1,1,0
1400,40.401066,-3.755177,Madrid,rent,90,3,1,0
2800,40.46693,-3.6752286,Madrid,rent,163,4,1,0
1400,40.45244,-3.6182096,Madrid,rent,90,2,1,0
850,40.435886,-3.6106143,Madrid,rent,63,3,0,0
1350,40.401066,-3.6946886,Madrid,rent,1,1,1,0
1350,40.401115,-3.6916842,Madrid,rent,45,1,1,0
1300,40.419662,-3.703972,Madrid,rent,70,2,1,0
1250,40.42976,-3.677764,Madrid,rent,40,2,1,0
1617,40.42309,-3.6994507,Madrid,rent,1,1,0,0
850,40.391613,-3.7253962,Madrid,rent,1,3,0,0
950,40.407574,-3.7070398,Madrid,rent,1,1,0,0
800,40.42361,-3.6975462,Madrid,rent,30,0,0,0
600,40.398487,-3.6955128,Madrid,rent,25,0,1,0
1900,40.4149,-3.709237,Madrid,rent,135,2,1,0
1500,40.4549,-3.66276,Madrid,rent,65,1,1,0
1530,40.420525,-3.6976068,Madrid,rent,90,2,1,0
1295,40.428642,-3.6729345,Madrid,rent,58,2,0,0
1400,40.42131,-3.7159286,Madrid,rent,31,2,1,0
870,40.384605,-3.6550117,Madrid,rent,48,2,0,0
1550,40.468132,-3.7675598,Madrid,rent,96,2,1,0
1000,40.424812,-3.6992059,Madrid,rent,25,1,1,0
3300,40.43135,-3.6946993,Madrid,rent,170,3,1,0
6000,40.420708,-3.7003267,Madrid,rent,188,2,1,0
12500,40.434624,-3.6878417,Madrid,rent,352,3,1,0
1500,40.421444,-3.6980386,Madrid,rent,51,1,1,0
3500,40.446835,-3.7002,Madrid,rent,204,4,1,0
4400,40.47111,-3.6760855,Madrid,rent,275,6,1,0
3800,40.423084,-3.700554,Madrid,rent,137,2,1,0
890,40.472523,-3.7118604,Madrid,rent,63,2,1,0
3500,40.448784,-3.6968458,Madrid,rent,177,4,1,0
1190,40.39908,-3.5469398,Madrid,rent,70,2,1,0
1800,40.435944,-3.710091,Madrid,rent,55,1,0,0
670,40.3513,-3.6866102,Madrid,rent,35,0,0,0
1258,40.48886,-3.6132574,Madrid,rent,77,2,1,0
1800,40.408978,-3.6995409,Madrid,rent,1,2,1,0
1400,40.45106,-3.706908,Madrid,rent,1,2,1,0
1800,40.407284,-3.7419765,Madrid,rent,1,4,1,0
825,40.42425,-3.7116222,Madrid,rent,35,1,1,0
1257000,41.40343,2.11709,Barcelona,purchase,127,2,0,1
274000,41.424946,2.206194,Barcelona,purchase,58,2,0,0
357000,41.3661,2.13268,Barcelona,purchase,90,2,1,1
1105000,41.39033,2.16745,Barcelona,purchase,70,2,1,0
790000,41.397682,2.148117,Barcelona,purchase,155,5,1,0
1780000,41.39463,2.1635492,Barcelona,purchase,195,4,1,0
850000,41.39678,2.1425261,Barcelona,purchase,150,5,1,0
655000,41.387646,2.154355,Barcelona,purchase,103,2,1,0
1930000,41.398823,2.138752,Barcelona,purchase,358,7,1,0
1070000,41.403545,2.1400464,Barcelona,purchase,262,4,1,0
2150000,41.398857,2.1386564,Barcelona,purchase,358,5,1,0
4975000,41.39478,2.157695,Barcelona,purchase,335,3,1,0
900000,41.39691,2.154586,Barcelona,purchase,168,4,1,0
440000,41.40876,2.1773217,Barcelona,purchase,93,4,1,0
865000,41.396564,2.1533465,Barcelona,purchase,250,5,1,1
1395000,41.391464,2.1196601,Barcelona,purchase,180,4,1,0
325000,41.428646,2.1826391,Barcelona,purchase,70,2,1,0
725000,41.401566,2.1660895,Barcelona,purchase,140,3,1,0
149900,41.444748,2.1825438,Barcelona,purchase,63,3,0,0
665000,41.406174,2.1417277,Barcelona,purchase,141,5,1,0
250000,41.38122,2.1752899,Barcelona,purchase,50,2,1,0
1150000,41.38976,2.1590111,Barcelona,purchase,207,4,1,0
450000,41.403645,2.154866,Barcelona,purchase,71,2,1,0
580000,41.40569,2.1550815,Barcelona,purchase,96,3,1,0
3050000,41.39564,2.1524184,Barcelona,purchase,300,3,1,0
360000,41.39837,2.175581,Barcelona,purchase,86,3,1,0
570000,41.398247,2.131877,Barcelona,purchase,103,2,1,0
530000,41.39873,2.174788,Barcelona,purchase,85,2,1,0
769000,41.403023,2.1918256,Barcelona,purchase,124,3,1,0
1495000,41.39307,2.1316504,Barcelona,purchase,307,6,1,1
699000,41.378773,2.1538541,Barcelona,purchase,150,5,1,0
1480000,41.390896,2.1203365,Barcelona,purchase,195,3,1,0
395000,41.37501,2.125068,Barcelona,purchase,90,3,1,0
319000,41.403942,2.1826909,Barcelona,purchase,79,3,1,0
410000,41.43565,2.1889625,Barcelona,purchase,83,3,0,0
554000,41.390106,2.1550043,Barcelona,purchase,113,3,0,0
952710,41.383778,2.1610932,Barcelona,purchase,226,5,1,0
327000,41.380245,2.178918,Barcelona,purchase,59,1,0,0
199000,41.421547,2.162747,Barcelona,purchase,134,3,0,0
229000,41.441505,2.1731353,Barcelona,purchase,90,3,0,0
675000,41.415325,2.188757,Barcelona,purchase,160,3,0,0
610000,41.397022,2.125106,Barcelona,purchase,103,4,1,0
480000,41.398865,2.14808,Barcelona,purchase,53,1,1,0
145000,41.444946,2.1830661,Barcelona,purchase,66,3,0,0
340000,41.37963,2.1746607,Barcelona,purchase,77,2,0,0
800000,41.39866,2.1773627,Barcelona,purchase,171,6,1,0
185000,41.42042,2.1545868,Barcelona,purchase,64,3,0,0
140300,41.376698,2.1435068,Barcelona,purchase,31,1,0,0
799000,41.39494,2.166329,Barcelona,purchase,114,4,1,1
389000,41.371796,2.1291885,Barcelona,purchase,97,4,1,0
1500000,41.397034,2.1348088,Barcelona,purchase,210,5,1,0
229000,41.428833,2.1745434,Barcelona,purchase,68,3,1,0
459000,41.428387,2.1799984,Barcelona,purchase,133,4,1,0
249000,41.41961,2.185904,Barcelona,purchase,97,3,1,0
254000,41.404644,2.1678061,Barcelona,purchase,59,3,1,0
495000,41.381046,2.146639,Barcelona,purchase,95,3,1,0
895000,41.394066,2.1228678,Barcelona,purchase,150,3,1,0
655000,41.379253,2.1770165,Barcelona,purchase,119,3,1,0
250000,41.3796,2.16571,Barcelona,purchase,63,2,1,0
575000,41.401207,2.1667964,Barcelona,purchase,115,4,1,0
275000,41.383472,2.1325054,Barcelona,purchase,69,3,1,0
360000,41.41193,2.139727,Barcelona,purchase,65,3,1,0
1150000,41.389362,2.1592796,Barcelona,purchase,207,4,1,0
399000,41.383514,2.1407397,Barcelona,purchase,105,3,1,0
535000,41.3832,2.143656,Barcelona,purchase,103,4,1,0
365000,41.402035,2.1749685,Barcelona,purchase,84,2,1,0
995000,41.384388,2.1452954,Barcelona,purchase,194,5,1,0
550000,41.39376,2.1728678,Barcelona,purchase,90,3,1,0
220000,41.38591,2.1466095,Barcelona,purchase,75,1,1,0
170000,41.376957,2.1227348,Barcelona,purchase,32,1,1,0
270000,41.37953,2.13212,Barcelona,purchase,80,2,1,0
498000,41.376392,2.1182146,Barcelona,purchase,125,4,1,0
435000,41.39778,2.206424,Barcelona,purchase,68,3,1,0
606402,41.40107,2.1418116,Barcelona,purchase,77,2,1,0
450000,41.384693,2.1456847,Barcelona,purchase,103,4,1,0
535000,41.40139,2.13649,Barcelona,purchase,91,3,1,0
349000,41.407547,2.1839137,Barcelona,purchase,82,3,1,0
127000,41.37854,2.16669,Barcelona,purchase,36,2,0,0
345000,41.37381,2.14446,Barcelona,purchase,76,1,1,0
1675000,41.40259,2.133767,Barcelona,purchase,240,4,1,0
449000,41.414062,2.1387765,Barcelona,purchase,80,2,1,0
600000,41.42992,2.191542,Barcelona,purchase,134,3,1,0
1695000,41.395164,2.1416676,Barcelona,purchase,176,3,1,0
720000,41.387573,2.1722782,Barcelona,purchase,166,6,1,0
930000,41.397984,2.1310632,Barcelona,purchase,184,4,1,0
407000,41.43692,2.1806424,Barcelona,purchase,101,3,1,0
595000,41.39741,2.1480033,Barcelona,purchase,119,4,1,1
830000,41.407513,2.20889,Barcelona,purchase,100,4,1,1
860000,41.392956,2.1540754,Barcelona,purchase,86,2,1,0
588000,41.400887,2.1510007,Barcelona,purchase,110,3,1,0
588000,41.400555,2.151156,Barcelona,purchase,110,3,1,0
690000,41.410126,2.158859,Barcelona,purchase,145,4,1,0
550000,41.40672,2.181855,Barcelona,purchase,128,5,1,0
624500,41.386124,2.184675,Barcelona,purchase,107,1,1,0
420000,41.424217,2.189887,Barcelona,purchase,137,6,1,0
350000,41.40381,2.1774392,Barcelona,purchase,57,2,1,0
479077,41.407883,2.164799,Barcelona,purchase,79,2,1,0
275000,41.373585,2.1599717,Barcelona,purchase,64,3,1,0
385000,41.373253,2.1721308,Barcelona,purchase,103,3,1,0
325000,41.379803,2.177861,Barcelona,purchase,81,2,0,0
400000,41.42033,2.1749156,Barcelona,purchase,100,4,0,0
375000,41.383442,2.1311507,Barcelona,purchase,62,3,1,0
84000,41.414963,2.1829352,Barcelona,purchase,40,2,1,0
398000,41.428577,2.1583602,Barcelona,purchase,141,3,0,0
265000,41.425045,2.1895788,Barcelona,purchase,91,3,1,0
1500000,41.406746,2.1387045,Barcelona,purchase,200,4,1,0
380000,41.4059,2.1736782,Barcelona,purchase,57,2,1,0
698000,41.40762,2.1389542,Barcelona,purchase,168,5,1,0
220000,41.38577,2.146621,Barcelona,purchase,71,1,1,0
450000,41.402134,2.149602,Barcelona,purchase,73,2,1,0
1050000,41.392235,2.1384819,Barcelona,purchase,166,3,1,0
790000,41.387993,2.174832,Barcelona,purchase,161,4,1,0
490000,41.38202,2.1452653,Barcelona,purchase,98,4,1,0
540000,41.385345,2.1770945,Barcelona,purchase,88,3,1,0
297000,41.441578,2.1931033,Barcelona,purchase,101,2,1,0
1555000,41.404938,2.2150254,Barcelona,purchase,201,3,1,0
225000,41.423565,2.1489377,Barcelona,purchase,79,3,0,0
399000,41.377388,2.1591434,Barcelona,purchase,85,3,1,0
465500,41.40362,2.1463718,Barcelona,purchase,108,2,1,0
150000,41.423573,2.2041218,Barcelona,purchase,63,2,1,0
146900,41.45977,2.176327,Barcelona,purchase,70,3,1,0
395000,41.40507,2.1733022,Barcelona,purchase,63,2,1,0
397500,41.41109,2.1649613,Barcelona,purchase,104,4,1,0
750000,41.398167,2.14422,Barcelona,purchase,157,4,1,0
350000,41.407795,2.1836877,Barcelona,purchase,90,4,1,0
415000,41.386463,2.156082,Barcelona,purchase,101,3,1,0
2150000,41.398857,2.1388617,Barcelona,purchase,378,5,1,0
235000,41.38381,2.1807415,Barcelona,purchase,50,1,1,0
280000,41.424156,2.1491535,Barcelona,purchase,65,2,1,0
360000,41.37613,2.1170282,Barcelona,purchase,80,3,1,0
220000,41.35979,2.143223,Barcelona,purchase,78,3,1,0
860000,41.39879,2.1586092,Barcelona,purchase,149,3,0,0
670000,41.388195,2.1809866,Barcelona,purchase,106,2,0,0
750000,41.40404,2.134048,Barcelona,purchase,103,2,1,0
470000,41.39529,2.1768403,Barcelona,purchase,80,2,1,0
415000,41.437977,2.1903794,Barcelona,purchase,97,2,1,0
295000,41.370155,2.1284432,Barcelona,purchase,74,3,1,0
1595000,41.391026,2.1766415,Barcelona,purchase,199,4,1,0
199000,41.419968,2.156192,Barcelona,purchase,75,4,0,0
1295000,41.39473,2.116109,Barcelona,purchase,193,5,1,1
410000,41.423126,2.179335,Barcelona,purchase,110,4,1,0
215000,41.41579,2.203835,Barcelona,purchase,63,2,1,0
270000,41.416317,2.2055552,Barcelona,purchase,72,4,1,0
589000,41.436203,2.187769,Barcelona,purchase,153,4,0,0
230000,41.417633,2.1691797,Barcelona,purchase,68,3,1,0
1590000,41.40201,2.1086237,Barcelona,purchase,330,4,0,0
280000,41.443684,2.1830444,Barcelona,purchase,83,3,0,0
645000,41.39644,2.1204252,Barcelona,purchase,94,2,1,0
495000,41.38072,2.1784186,Barcelona,purchase,110,2,1,0
450000,41.423225,2.1509507,Barcelona,purchase,119,3,1,0
280000,41.424446,2.1493435,Barcelona,purchase,65,2,1,0
345000,41.37814,2.1665914,Barcelona,purchase,107,3,0,0
1275000,41.402653,2.1313345,Barcelona,purchase,250,4,1,0
210000,41.38589,2.181287,Barcelona,purchase,38,1,1,0
2600000,41.408188,2.1178641,Barcelona,purchase,211,3,0,0
243000,41.3902,2.1834545,Barcelona,purchase,63,2,1,0
535000,41.40148,2.1366084,Barcelona,purchase,91,3,1,0
567000,41.405384,2.1760566,Barcelona,purchase,134,4,1,0
465000,41.404182,2.134555,Barcelona,purchase,77,3,1,0
142000,41.45266,2.1929314,Barcelona,purchase,72,3,0,0
769000,41.41678,2.2051325,Barcelona,purchase,106,2,1,0
1190000,41.40822,2.1363096,Barcelona,purchase,235,5,1,0
392000,41.387405,2.153121,Barcelona,purchase,76,3,0,0
376000,41.411804,2.1861863,Barcelona,purchase,83,3,1,0
345000,41.419487,2.1509666,Barcelona,purchase,95,3,1,0
1295000,41.39322,2.115355,Barcelona,purchase,193,5,1,0
470000,41.408035,2.151614,Barcelona,purchase,93,4,1,0
325000,41.38435,2.1470003,Barcelona,purchase,68,3,1,0
136000,41.45301,2.1938279,Barcelona,purchase,91,3,0,0
615000,41.40134,2.2109156,Barcelona,purchase,76,2,1,0
195000,41.430367,2.1655145,Barcelona,purchase,72,3,1,0
835000,41.398743,2.1428895,Barcelona,purchase,190,5,1,1
315000,41.40629,2.1761131,Barcelona,purchase,76,3,1,0
790000,41.397682,2.203565,Barcelona,purchase,105,4,1,0
540000,41.383335,2.177919,Barcelona,purchase,105,2,1,0
300000,41.40541,2.1553576,Barcelona,purchase,68,3,1,0
425000,41.38293,2.17919,Barcelona,purchase,133,4,1,0
220000,41.420437,2.1498873,Barcelona,purchase,86,4,0,0
960000,41.383766,2.1712995,Barcelona,purchase,183,3,0,0
915000,41.402706,2.1357758,Barcelona,purchase,204,5,1,0
960000,41.393818,2.1300092,Barcelona,purchase,146,4,1,0
610000,41.40082,2.1399705,Barcelona,purchase,184,2,1,0
1595000,41.3967,2.1412227,Barcelona,purchase,267,5,1,0
182000,41.42287,2.161389,Barcelona,purchase,47,1,0,0
210000,41.41625,2.1636553,Barcelona,purchase,84,4,0,0
89000,41.438087,2.1608138,Barcelona,purchase,86,2,1,0
1190000,41.398804,2.1706855,Barcelona,purchase,167,4,1,0
450000,41.409107,2.1073678,Barcelona,purchase,100,3,0,0
1140000,41.392628,2.141532,Barcelona,purchase,209,5,1,0
540000,41.396954,2.165598,Barcelona,purchase,115,4,1,0
195000,41.420982,2.1992443,Barcelona,purchase,61,2,1,0
980000,41.398937,2.1447701,Barcelona,purchase,220,5,1,0
750000,41.403435,2.1446152,Barcelona,purchase,128,3,1,0
890000,41.387794,2.1270862,Barcelona,purchase,154,4,1,0
1410000,41.40738,2.211348,Barcelona,purchase,170,4,1,0
750000,41.39113,2.176234,Barcelona,purchase,85,1,1,0
189000,41.380234,2.1700466,Barcelona,purchase,64,3,1,0
170000,41.423065,2.2046978,Barcelona,purchase,65,3,1,0
721700,41.41109,2.14008,Barcelona,purchase,202,3,0,0
359000,41.43103,2.1571527,Barcelona,purchase,93,2,0,0
319000,41.394775,2.170415,Barcelona,purchase,79,3,1,0
210000,41.387917,2.1811092,Barcelona,purchase,42,1,1,0
540000,41.43256,2.192253,Barcelona,purchase,146,3,0,0
397500,41.41124,2.1650124,Barcelona,purchase,104,4,1,0
290000,41.38796,2.181237,Barcelona,purchase,107,3,0,0
375000,41.383358,2.1314213,Barcelona,purchase,62,3,1,0
660000,41.386055,2.161094,Barcelona,purchase,140,3,0,0
850000,41.383522,2.1237044,Barcelona,purchase,140,4,1,0
550000,41.39115,2.1553159,Barcelona,purchase,99,4,1,0
129000,41.422756,2.1492229,Barcelona,purchase,65,2,0,0
380000,41.360703,2.135005,Barcelona,purchase,95,3,1,0
2450000,41.401306,2.1282709,Barcelona,purchase,323,4,1,1
945000,41.404686,2.1963804,Barcelona,purchase,140,4,1,0
199900,41.438515,2.2018495,Barcelona,purchase,80,3,1,0
1580000,41.39647,2.1650693,Barcelona,purchase,180,5,1,0
515000,41.419952,2.1753464,Barcelona,purchase,144,4,1,0
350000,41.37901,2.1352072,Barcelona,purchase,48,2,0,0
1290000,41.401005,2.1334517,Barcelona,purchase,202,4,1,0
